customer_id,Cluster_ID,Segment_Name,tenure,MonthlyCharges,TotalCharges,AverageMonthlySpend,ServiceCount,Churn,Churn_Binary
CUST-01000,2,High-Spend At-Risk Onboarders,2,70.3,132.4,66.2,4,No,0
CUST-01001,2,High-Spend At-Risk Onboarders,7,95.35,660.9,94.41428571428571,4,Yes,1
CUST-01002,2,High-Spend At-Risk Onboarders,27,75.5,1893.95,70.1462962962963,2,Yes,1
CUST-01003,2,High-Spend At-Risk Onboarders,4,69.55,284.9,71.225,1,No,0
CUST-01004,3,Loyal Low-Spend Long-Termers,37,19.85,784.25,21.195945945945947,1,No,0
CUST-01005,1,New Low-Spend Basic Customers,21,20.0,417.7,19.89047619047619,1,No,0
CUST-01006,0,High-Value Long-Term Power Users,53,95.85,5016.25,94.64622641509433,4,No,0
CUST-01007,2,High-Spend At-Risk Onboarders,18,90.1,1612.75,89.59722222222223,4,Yes,1
CUST-01008,2,High-Spend At-Risk Onboarders,2,68.95,119.75,59.875,1,Yes,1
CUST-01009,0,High-Value Long-Term Power Users,32,99.55,3204.65,100.1453125,5,Yes,1
CUST-01010,1,New Low-Spend Basic Customers,23,20.75,485.2,21.09565217391304,1,No,0
CUST-01011,1,New Low-Spend Basic Customers,3,50.15,160.85,53.61666666666667,2,No,0
CUST-01012,0,High-Value Long-Term Power Users,71,58.65,4145.25,58.38380281690141,5,No,0
CUST-01013,2,High-Spend At-Risk Onboarders,9,95.9,827.45,91.9388888888889,4,No,0
CUST-01014,1,New Low-Spend Basic Customers,1,49.5,49.5,49.5,2,No,0
CUST-01015,2,High-Spend At-Risk Onboarders,18,57.45,990.85,55.047222222222224,3,Yes,1
CUST-01016,2,High-Spend At-Risk Onboarders,12,53.65,696.35,58.02916666666667,2,Yes,1
CUST-01017,0,High-Value Long-Term Power Users,71,80.1,5585.4,78.66760563380281,7,No,0
CUST-01018,3,Loyal Low-Spend Long-Termers,64,24.4,1601.2,25.01875,2,No,0
CUST-01019,1,New Low-Spend Basic Customers,4,40.05,162.45,40.6125,2,No,0
CUST-01020,1,New Low-Spend Basic Customers,23,19.5,470.2,20.443478260869565,1,No,0
CUST-01021,3,Loyal Low-Spend Long-Termers,39,51.05,2066.0,52.97435897435897,2,No,0
CUST-01022,2,High-Spend At-Risk Onboarders,28,54.35,1426.45,50.94464285714286,3,No,0
CUST-01023,2,High-Spend At-Risk Onboarders,5,84.7,392.5,78.5,3,No,0
CUST-01024,0,High-Value Long-Term Power Users,45,86.1,3861.45,85.81,3,No,0
CUST-01025,2,High-Spend At-Risk Onboarders,37,70.35,2552.9,68.9972972972973,1,No,0
CUST-01026,0,High-Value Long-Term Power Users,60,110.0,6668.35,111.13916666666667,7,No,0
CUST-01027,2,High-Spend At-Risk Onboarders,8,100.6,819.4,102.425,5,Yes,1
CUST-01028,0,High-Value Long-Term Power Users,47,94.9,4615.25,98.19680851063829,5,No,0
CUST-01029,2,High-Spend At-Risk Onboarders,26,83.75,2070.6,79.63846153846154,3,Yes,1
CUST-01030,2,High-Spend At-Risk Onboarders,3,88.3,273.75,91.25,4,Yes,1
CUST-01031,3,Loyal Low-Spend Long-Termers,50,69.75,3557.7,71.154,1,No,0
CUST-01032,2,High-Spend At-Risk Onboarders,27,71.6,1957.1,72.48518518518519,5,No,0
CUST-01033,2,High-Spend At-Risk Onboarders,8,92.1,729.95,91.24375,4,Yes,1
CUST-01034,3,Loyal Low-Spend Long-Termers,62,23.65,1416.75,22.850806451612904,2,No,0
CUST-01035,0,High-Value Long-Term Power Users,71,81.85,5924.4,83.44225352112676,6,No,0
CUST-01036,3,Loyal Low-Spend Long-Termers,66,25.1,1697.7,25.722727272727273,2,No,0
CUST-01037,0,High-Value Long-Term Power Users,68,114.7,7849.85,115.43897058823529,8,No,0
CUST-01038,1,New Low-Spend Basic Customers,13,49.15,649.4,49.95384615384615,3,No,0
CUST-01039,0,High-Value Long-Term Power Users,56,80.9,4557.5,81.38392857142857,2,No,0
CUST-01040,2,High-Spend At-Risk Onboarders,38,79.45,3013.05,79.29078947368421,3,Yes,1
CUST-01041,2,High-Spend At-Risk Onboarders,14,90.45,1266.1,90.43571428571428,3,Yes,1
CUST-01042,1,New Low-Spend Basic Customers,16,19.3,360.35,22.521875,1,No,0
CUST-01043,2,High-Spend At-Risk Onboarders,14,70.2,1046.5,74.75,1,No,0
CUST-01044,2,High-Spend At-Risk Onboarders,32,69.75,2347.9,73.371875,1,Yes,1
CUST-01045,2,High-Spend At-Risk Onboarders,8,54.25,447.75,55.96875,3,No,0
CUST-01046,0,High-Value Long-Term Power Users,43,99.3,4209.95,97.90581395348836,5,No,0
CUST-01047,0,High-Value Long-Term Power Users,52,74.0,3877.65,74.57019230769231,6,No,0
CUST-01048,1,New Low-Spend Basic Customers,3,50.25,152.3,50.76666666666667,2,No,0
CUST-01049,1,New Low-Spend Basic Customers,29,19.8,572.2,19.731034482758623,1,No,0
CUST-01050,1,New Low-Spend Basic Customers,1,19.65,19.65,19.65,1,Yes,1
CUST-01051,1,New Low-Spend Basic Customers,12,43.65,526.95,43.9125,3,Yes,1
CUST-01052,1,New Low-Spend Basic Customers,16,35.5,552.7,34.54375,1,No,0
CUST-01053,0,High-Value Long-Term Power Users,40,80.75,3208.65,80.21625,6,No,0
CUST-01054,1,New Low-Spend Basic Customers,5,39.5,210.75,42.15,2,Yes,1
CUST-01055,0,High-Value Long-Term Power Users,40,97.1,3706.95,92.67375,4,Yes,1
CUST-01056,1,New Low-Spend Basic Customers,36,19.55,620.75,17.243055555555557,1,No,0
CUST-01057,2,High-Spend At-Risk Onboarders,5,80.0,412.5,82.5,2,Yes,1
CUST-01058,2,High-Spend At-Risk Onboarders,10,84.7,832.05,83.205,3,Yes,1
CUST-01059,2,High-Spend At-Risk Onboarders,2,89.55,185.55,92.775,3,Yes,1
CUST-01060,2,High-Spend At-Risk Onboarders,23,90.6,1943.2,84.48695652173913,4,Yes,1
CUST-01061,1,New Low-Spend Basic Customers,26,20.05,505.9,19.457692307692305,1,No,0
CUST-01062,0,High-Value Long-Term Power Users,72,112.4,8046.85,111.76180555555555,7,No,0
CUST-01063,3,Loyal Low-Spend Long-Termers,34,50.2,1815.3,53.391176470588235,2,No,0
CUST-01064,2,High-Spend At-Risk Onboarders,10,62.25,612.95,61.295,4,No,0
CUST-01065,2,High-Spend At-Risk Onboarders,14,55.7,795.15,56.79642857142857,3,No,0
CUST-01066,2,High-Spend At-Risk Onboarders,23,90.05,2169.8,94.33913043478262,4,Yes,1
CUST-01067,3,Loyal Low-Spend Long-Termers,47,19.65,973.1,20.70425531914894,1,No,0
CUST-01068,2,High-Spend At-Risk Onboarders,24,89.25,2210.2,92.09166666666665,4,No,0
CUST-01069,0,High-Value Long-Term Power Users,49,99.05,4853.75,99.0561224489796,5,Yes,1
CUST-01070,2,High-Spend At-Risk Onboarders,20,54.0,1055.9,52.795,3,No,0
CUST-01071,2,High-Spend At-Risk Onboarders,2,69.75,144.55,72.275,1,Yes,1
CUST-01072,1,New Low-Spend Basic Customers,2,49.05,91.1,45.55,2,Yes,1
CUST-01073,2,High-Spend At-Risk Onboarders,22,56.75,1304.85,59.31136363636363,4,No,0
CUST-01074,2,High-Spend At-Risk Onboarders,7,98.05,713.0,101.85714285714286,5,Yes,1
CUST-01075,1,New Low-Spend Basic Customers,1,21.1,21.1,21.1,1,No,0
CUST-01076,0,High-Value Long-Term Power Users,59,96.65,5580.8,94.58983050847458,5,No,0
CUST-01077,3,Loyal Low-Spend Long-Termers,58,24.5,1497.9,25.82586206896552,2,No,0
CUST-01078,0,High-Value Long-Term Power Users,41,114.5,4527.45,110.42560975609756,8,Yes,1
CUST-01079,0,High-Value Long-Term Power Users,59,79.2,4590.35,77.80254237288136,3,No,0
CUST-01080,2,High-Spend At-Risk Onboarders,3,69.55,200.2,66.73333333333333,1,No,0
CUST-01081,1,New Low-Spend Basic Customers,32,20.05,614.45,19.2015625,1,No,0
CUST-01082,0,High-Value Long-Term Power Users,46,98.85,4564.9,99.23695652173912,5,No,0
CUST-01083,1,New Low-Spend Basic Customers,0,25.75,0.0,25.75,2,No,0
CUST-01084,2,High-Spend At-Risk Onboarders,2,80.95,171.15,85.575,2,Yes,1
CUST-01085,3,Loyal Low-Spend Long-Termers,52,19.6,1012.4,19.46923076923077,1,No,0
CUST-01086,2,High-Spend At-Risk Onboarders,13,74.3,940.35,72.33461538461539,2,Yes,1
CUST-01087,2,High-Spend At-Risk Onboarders,11,89.7,1047.7,95.24545454545455,3,Yes,1
CUST-01088,2,High-Spend At-Risk Onboarders,32,87.65,2766.4,86.45,4,No,0
CUST-01089,2,High-Spend At-Risk Onboarders,17,100.45,1622.45,95.43823529411765,5,Yes,1
CUST-01090,2,High-Spend At-Risk Onboarders,16,74.75,1129.35,70.584375,2,No,0
CUST-01091,0,High-Value Long-Term Power Users,51,107.45,5680.9,111.39019607843136,7,No,0
CUST-01092,2,High-Spend At-Risk Onboarders,29,75.35,2243.9,77.37586206896552,5,No,0
CUST-01093,0,High-Value Long-Term Power Users,70,64.95,4523.25,64.61785714285715,5,No,0
CUST-01094,0,High-Value Long-Term Power Users,71,100.45,7159.7,100.84084507042253,6,No,0
CUST-01095,2,High-Spend At-Risk Onboarders,41,68.5,2839.95,69.2670731707317,5,No,0
CUST-01096,2,High-Spend At-Risk Onboarders,1,80.55,80.55,80.55,2,No,0
CUST-01097,2,High-Spend At-Risk Onboarders,7,81.25,580.1,82.87142857142858,6,No,0
CUST-01098,2,High-Spend At-Risk Onboarders,25,90.4,2178.6,87.14399999999999,3,Yes,1
CUST-01099,0,High-Value Long-Term Power Users,67,89.55,6038.55,90.12761194029851,5,No,0
CUST-01100,2,High-Spend At-Risk Onboarders,5,55.7,259.4,51.879999999999995,3,No,0
CUST-01101,1,New Low-Spend Basic Customers,15,24.8,324.15,21.61,2,No,0
CUST-01102,1,New Low-Spend Basic Customers,20,20.0,417.65,20.8825,1,No,0
CUST-01103,2,High-Spend At-Risk Onboarders,3,56.15,168.15,56.050000000000004,3,Yes,1
CUST-01104,0,High-Value Long-Term Power Users,54,105.2,5637.85,104.40462962962964,6,No,0
CUST-01105,3,Loyal Low-Spend Long-Termers,42,19.55,839.4,19.985714285714284,1,No,0
CUST-01106,2,High-Spend At-Risk Onboarders,9,79.75,769.1,85.45555555555556,2,No,0
CUST-01107,0,High-Value Long-Term Power Users,63,97.45,6253.0,99.25396825396825,5,No,0
CUST-01108,3,Loyal Low-Spend Long-Termers,69,24.25,1641.8,23.794202898550726,2,No,0
CUST-01109,3,Loyal Low-Spend Long-Termers,69,24.6,1678.05,24.319565217391304,2,No,0
CUST-01110,3,Loyal Low-Spend Long-Termers,40,50.15,2058.5,51.4625,2,No,0
CUST-01111,3,Loyal Low-Spend Long-Termers,60,39.6,2424.5,40.40833333333333,3,No,0
CUST-01112,2,High-Spend At-Risk Onboarders,4,94.4,387.2,96.8,5,Yes,1
CUST-01113,0,High-Value Long-Term Power Users,71,89.85,6293.45,88.64014084507042,8,No,0
CUST-01114,2,High-Spend At-Risk Onboarders,37,78.95,2839.65,76.7472972972973,3,Yes,1
CUST-01115,0,High-Value Long-Term Power Users,32,98.85,3145.9,98.309375,5,No,0
CUST-01116,3,Loyal Low-Spend Long-Termers,39,53.85,2200.7,56.42820512820512,3,No,0
CUST-01117,3,Loyal Low-Spend Long-Termers,38,24.25,914.4,24.063157894736843,2,No,0
CUST-01118,0,High-Value Long-Term Power Users,52,89.45,4577.75,88.03365384615384,4,No,0
CUST-01119,0,High-Value Long-Term Power Users,48,105.25,4997.5,104.11458333333333,6,No,0
CUST-01120,0,High-Value Long-Term Power Users,70,59.5,4144.8,59.21142857142858,5,No,0
CUST-01121,2,High-Spend At-Risk Onboarders,20,70.55,1493.55,74.6775,1,No,0
CUST-01122,0,High-Value Long-Term Power Users,50,82.5,4179.1,83.58200000000001,7,No,0
CUST-01123,1,New Low-Spend Basic Customers,19,44.85,893.55,47.02894736842105,2,Yes,1
CUST-01124,2,High-Spend At-Risk Onboarders,25,61.6,1611.0,64.44,4,No,0
CUST-01125,1,New Low-Spend Basic Customers,12,49.05,593.05,49.42083333333333,2,No,0
CUST-01126,0,High-Value Long-Term Power Users,39,105.65,4284.8,109.86666666666667,6,Yes,1
CUST-01127,2,High-Spend At-Risk Onboarders,7,74.65,544.55,77.79285714285713,2,Yes,1
CUST-01128,2,High-Spend At-Risk Onboarders,23,66.25,1533.8,66.68695652173913,5,No,0
CUST-01129,1,New Low-Spend Basic Customers,27,19.4,529.8,19.62222222222222,1,No,0
CUST-01130,0,High-Value Long-Term Power Users,47,86.05,3865.6,82.2468085106383,3,No,0
CUST-01131,1,New Low-Spend Basic Customers,26,19.15,515.75,19.83653846153846,1,No,0
CUST-01132,2,High-Spend At-Risk Onboarders,14,64.7,941.0,67.21428571428571,4,Yes,1
CUST-01133,2,High-Spend At-Risk Onboarders,11,104.05,1133.65,103.05909090909091,6,Yes,1
CUST-01134,1,New Low-Spend Basic Customers,2,19.25,48.35,24.175,1,No,0
CUST-01135,2,High-Spend At-Risk Onboarders,26,81.95,2070.05,79.6173076923077,3,No,0
CUST-01136,0,High-Value Long-Term Power Users,72,114.65,8333.95,115.74930555555557,8,No,0
CUST-01137,3,Loyal Low-Spend Long-Termers,63,20.0,1209.25,19.194444444444443,1,No,0
CUST-01138,3,Loyal Low-Spend Long-Termers,71,19.8,1396.25,19.66549295774648,1,No,0
CUST-01139,2,High-Spend At-Risk Onboarders,11,65.15,723.35,65.75909090909092,4,No,0
CUST-01140,1,New Low-Spend Basic Customers,14,19.65,228.65,16.33214285714286,1,No,0
CUST-01141,2,High-Spend At-Risk Onboarders,13,88.95,1161.75,89.36538461538461,8,No,0
CUST-01142,1,New Low-Spend Basic Customers,6,20.2,98.35,16.391666666666666,1,No,0
CUST-01143,2,High-Spend At-Risk Onboarders,11,75.2,775.3,70.48181818181818,2,No,0
CUST-01144,2,High-Spend At-Risk Onboarders,18,56.8,1074.65,59.70277777777778,3,No,0
CUST-01145,1,New Low-Spend Basic Customers,1,35.55,35.55,35.55,1,Yes,1
CUST-01146,2,High-Spend At-Risk Onboarders,32,75.5,2324.7,72.646875,2,No,0
CUST-01147,1,New Low-Spend Basic Customers,29,35.6,1072.6,36.98620689655172,2,No,0
CUST-01148,2,High-Spend At-Risk Onboarders,3,60.25,170.5,56.833333333333336,3,No,0
CUST-01149,2,High-Spend At-Risk Onboarders,2,95.15,196.9,98.45,4,Yes,1
CUST-01150,2,High-Spend At-Risk Onboarders,13,96.65,1162.85,89.44999999999999,4,Yes,1
CUST-01151,3,Loyal Low-Spend Long-Termers,41,40.35,1677.85,40.923170731707316,2,No,0
CUST-01152,1,New Low-Spend Basic Customers,1,18.85,18.85,18.85,1,No,0
CUST-01153,1,New Low-Spend Basic Customers,7,54.85,370.4,52.91428571428571,2,No,0
CUST-01154,0,High-Value Long-Term Power Users,52,64.3,3410.6,65.58846153846153,4,No,0
CUST-01155,3,Loyal Low-Spend Long-Termers,45,24.65,1138.8,25.306666666666665,2,No,0
CUST-01156,0,High-Value Long-Term Power Users,70,76.1,5264.25,75.20357142857142,6,No,0
CUST-01157,3,Loyal Low-Spend Long-Termers,53,18.7,1005.7,18.975471698113207,1,No,0
CUST-01158,0,High-Value Long-Term Power Users,62,97.95,5936.55,95.7508064516129,5,No,0
CUST-01159,0,High-Value Long-Term Power Users,60,94.1,5475.9,91.265,5,No,0
CUST-01160,2,High-Spend At-Risk Onboarders,3,80.4,224.05,74.68333333333334,2,Yes,1
CUST-01161,2,High-Spend At-Risk Onboarders,23,95.1,2326.05,101.13260869565218,4,No,0
CUST-01162,1,New Low-Spend Basic Customers,1,31.35,31.35,31.35,1,Yes,1
CUST-01163,0,High-Value Long-Term Power Users,67,72.35,4991.5,74.5,5,No,0
CUST-01164,2,High-Spend At-Risk Onboarders,12,89.75,1052.4,87.7,4,Yes,1
CUST-01165,0,High-Value Long-Term Power Users,71,82.7,5831.2,82.12957746478872,7,No,0
CUST-01166,1,New Low-Spend Basic Customers,25,19.9,510.8,20.432000000000002,1,No,0
CUST-01167,2,High-Spend At-Risk Onboarders,5,53.8,283.95,56.79,3,No,0
CUST-01168,1,New Low-Spend Basic Customers,26,51.55,1295.4,49.823076923076925,2,No,0
CUST-01169,1,New Low-Spend Basic Customers,1,19.65,19.65,19.65,1,No,0
CUST-01170,3,Loyal Low-Spend Long-Termers,70,44.05,3011.65,43.02357142857143,3,No,0
CUST-01171,0,High-Value Long-Term Power Users,72,114.0,8093.15,112.4048611111111,8,No,0
CUST-01172,0,High-Value Long-Term Power Users,60,94.4,5610.25,93.50416666666666,4,Yes,1
CUST-01173,0,High-Value Long-Term Power Users,32,100.4,3217.65,100.5515625,5,No,0
CUST-01174,1,New Low-Spend Basic Customers,1,19.85,19.85,19.85,1,Yes,1
CUST-01175,2,High-Spend At-Risk Onboarders,14,54.25,773.2,55.228571428571435,3,No,0
CUST-01176,2,High-Spend At-Risk Onboarders,13,80.0,1029.35,79.18076923076923,3,No,0
CUST-01177,2,High-Spend At-Risk Onboarders,6,109.9,669.45,111.575,7,Yes,1
CUST-01178,0,High-Value Long-Term Power Users,46,79.2,3593.8,78.12608695652175,6,No,0
CUST-01179,2,High-Spend At-Risk Onboarders,15,101.35,1553.95,103.59666666666666,5,Yes,1
CUST-01180,0,High-Value Long-Term Power Users,43,94.3,3953.15,91.93372093023255,5,No,0
CUST-01181,3,Loyal Low-Spend Long-Termers,39,49.8,1971.15,50.542307692307695,2,No,0
CUST-01182,2,High-Spend At-Risk Onboarders,21,60.05,1236.15,58.86428571428572,3,Yes,1
CUST-01183,3,Loyal Low-Spend Long-Termers,57,53.75,3196.0,56.07017543859649,4,No,0
CUST-01184,0,High-Value Long-Term Power Users,53,93.45,4872.2,91.92830188679245,4,No,0
CUST-01185,2,High-Spend At-Risk Onboarders,18,87.9,1500.5,83.36111111111111,4,No,0
CUST-01186,2,High-Spend At-Risk Onboarders,1,60.15,60.15,60.15,3,Yes,1
CUST-01187,3,Loyal Low-Spend Long-Termers,58,61.05,3478.75,59.97844827586207,4,No,0
CUST-01188,0,High-Value Long-Term Power Users,71,104.05,7413.55,104.41619718309859,5,No,0
CUST-01189,0,High-Value Long-Term Power Users,35,99.25,3532.0,100.91428571428571,5,No,0
CUST-01190,2,High-Spend At-Risk Onboarders,3,85.7,256.75,85.58333333333333,3,No,0
CUST-01191,0,High-Value Long-Term Power Users,38,104.85,3887.25,102.29605263157895,6,No,0
CUST-01192,2,High-Spend At-Risk Onboarders,35,69.15,2490.15,71.14714285714285,6,No,0
CUST-01193,2,High-Spend At-Risk Onboarders,7,90.45,593.45,84.77857142857144,4,Yes,1
CUST-01194,0,High-Value Long-Term Power Users,47,74.45,3510.3,74.6872340425532,5,No,0
CUST-01195,1,New Low-Spend Basic Customers,14,50.45,765.45,54.675000000000004,2,No,0
CUST-01196,2,High-Spend At-Risk Onboarders,20,60.0,1259.35,62.967499999999994,3,No,0
CUST-01197,0,High-Value Long-Term Power Users,66,85.25,5538.35,83.91439393939395,7,No,0
CUST-01198,1,New Low-Spend Basic Customers,15,19.45,340.85,22.723333333333336,1,No,0
CUST-01199,3,Loyal Low-Spend Long-Termers,42,20.75,844.45,20.10595238095238,1,No,0
CUST-01200,2,High-Spend At-Risk Onboarders,17,78.9,1348.95,79.35000000000001,3,No,0
CUST-01201,0,High-Value Long-Term Power Users,37,104.5,3778.0,102.10810810810811,6,No,0
CUST-01202,1,New Low-Spend Basic Customers,12,49.4,611.65,50.97083333333333,2,No,0
CUST-01203,0,High-Value Long-Term Power Users,53,94.25,4867.95,91.84811320754717,4,Yes,1
CUST-01204,3,Loyal Low-Spend Long-Termers,60,25.0,1505.05,25.084166666666665,2,No,0
CUST-01205,1,New Low-Spend Basic Customers,18,25.55,467.85,25.991666666666667,0,No,0
CUST-01206,2,High-Spend At-Risk Onboarders,1,74.9,74.9,74.9,2,Yes,1
CUST-01207,2,High-Spend At-Risk Onboarders,3,70.15,194.2,64.73333333333333,1,No,0
CUST-01208,2,High-Spend At-Risk Onboarders,9,69.4,571.45,63.49444444444445,4,No,0
CUST-01209,2,High-Spend At-Risk Onboarders,1,80.25,80.25,80.25,2,Yes,1
CUST-01210,0,High-Value Long-Term Power Users,56,93.15,5253.95,93.82053571428571,5,No,0
CUST-01211,2,High-Spend At-Risk Onboarders,17,69.0,1149.65,67.62647058823529,1,Yes,1
CUST-01212,2,High-Spend At-Risk Onboarders,11,66.35,740.8,67.34545454545454,4,Yes,1
CUST-01213,2,High-Spend At-Risk Onboarders,7,69.55,521.35,74.47857142857143,1,No,0
CUST-01214,3,Loyal Low-Spend Long-Termers,69,20.2,1412.65,20.473188405797103,1,No,0
CUST-01215,2,High-Spend At-Risk Onboarders,19,86.0,1532.45,80.65526315789474,3,Yes,1
CUST-01216,2,High-Spend At-Risk Onboarders,3,80.3,250.05,83.35000000000001,2,Yes,1
CUST-01217,3,Loyal Low-Spend Long-Termers,54,20.4,1090.6,20.196296296296296,1,No,0
CUST-01218,3,Loyal Low-Spend Long-Termers,62,23.75,1446.8,23.335483870967742,2,No,0
CUST-01219,2,High-Spend At-Risk Onboarders,24,90.55,2282.55,95.10625,4,Yes,1
CUST-01220,0,High-Value Long-Term Power Users,62,70.45,4300.45,69.36209677419355,4,No,0
CUST-01221,2,High-Spend At-Risk Onboarders,17,65.75,1111.2,65.36470588235295,4,No,0
CUST-01222,1,New Low-Spend Basic Customers,9,24.6,190.1,21.12222222222222,0,No,0
CUST-01223,0,High-Value Long-Term Power Users,64,69.25,4447.75,69.49609375,5,No,0
CUST-01224,2,High-Spend At-Risk Onboarders,2,75.9,143.35,71.675,2,Yes,1
CUST-01225,1,New Low-Spend Basic Customers,1,45.85,45.85,45.85,1,Yes,1
CUST-01226,1,New Low-Spend Basic Customers,16,49.95,810.2,50.6375,3,Yes,1
CUST-01227,3,Loyal Low-Spend Long-Termers,72,24.65,1830.05,25.41736111111111,2,No,0
CUST-01228,2,High-Spend At-Risk Onboarders,30,90.4,2820.65,94.02166666666668,5,No,0
CUST-01229,0,High-Value Long-Term Power Users,49,100.85,4847.35,98.92551020408165,5,No,0
CUST-01230,0,High-Value Long-Term Power Users,61,75.35,4729.3,77.52950819672131,6,No,0
CUST-01231,0,High-Value Long-Term Power Users,47,87.2,4017.45,85.47765957446808,4,No,0
CUST-01232,2,High-Spend At-Risk Onboarders,20,64.4,1398.6,69.92999999999999,4,No,0
CUST-01233,2,High-Spend At-Risk Onboarders,34,78.3,2564.3,75.42058823529412,2,Yes,1
CUST-01234,3,Loyal Low-Spend Long-Termers,70,24.7,1685.9,24.084285714285716,2,No,0
CUST-01235,0,High-Value Long-Term Power Users,54,105.85,5826.65,107.90092592592592,6,No,0
CUST-01236,0,High-Value Long-Term Power Users,61,98.3,6066.55,99.4516393442623,6,No,0
CUST-01237,2,High-Spend At-Risk Onboarders,3,76.95,228.4,76.13333333333334,2,Yes,1
CUST-01238,1,New Low-Spend Basic Customers,13,19.45,270.2,20.784615384615385,1,No,0
CUST-01239,2,High-Spend At-Risk Onboarders,16,96.15,1529.2,95.575,4,Yes,1
CUST-01240,2,High-Spend At-Risk Onboarders,3,58.7,168.6,56.199999999999996,3,No,0
CUST-01241,1,New Low-Spend Basic Customers,25,20.15,536.35,21.454,1,No,0
CUST-01242,2,High-Spend At-Risk Onboarders,30,64.5,1888.45,62.94833333333334,4,No,0
CUST-01243,1,New Low-Spend Basic Customers,21,28.5,629.35,29.969047619047622,1,No,0
CUST-01244,1,New Low-Spend Basic Customers,1,45.3,45.3,45.3,1,Yes,1
CUST-01245,1,New Low-Spend Basic Customers,15,19.4,289.3,19.28666666666667,1,Yes,1
CUST-01246,2,High-Spend At-Risk Onboarders,23,90.45,2117.25,92.05434782608695,3,No,0
CUST-01247,0,High-Value Long-Term Power Users,45,105.15,4730.9,105.1311111111111,6,No,0
CUST-01248,2,High-Spend At-Risk Onboarders,24,83.15,2033.05,84.71041666666666,4,No,0
CUST-01249,2,High-Spend At-Risk Onboarders,11,90.15,987.95,89.81363636363636,4,Yes,1
CUST-01250,1,New Low-Spend Basic Customers,1,45.05,45.05,45.05,1,Yes,1
CUST-01251,0,High-Value Long-Term Power Users,56,103.2,5744.35,102.57767857142858,6,No,0
CUST-01252,2,High-Spend At-Risk Onboarders,1,75.8,75.8,75.8,2,Yes,1
CUST-01253,1,New Low-Spend Basic Customers,1,19.45,19.45,19.45,1,No,0
CUST-01254,2,High-Spend At-Risk Onboarders,7,79.3,523.15,74.73571428571428,2,Yes,1
CUST-01255,0,High-Value Long-Term Power Users,55,88.8,4805.3,87.36909090909091,4,No,0
CUST-01256,1,New Low-Spend Basic Customers,2,30.9,59.05,29.525,1,Yes,1
CUST-01257,0,High-Value Long-Term Power Users,72,85.9,6110.75,84.87152777777777,7,No,0
CUST-01258,3,Loyal Low-Spend Long-Termers,45,34.2,1596.6,35.48,1,No,0
CUST-01259,3,Loyal Low-Spend Long-Termers,47,20.15,1046.2,22.25957446808511,1,No,0
CUST-01260,0,High-Value Long-Term Power Users,46,95.25,4424.2,96.17826086956521,4,Yes,1
CUST-01261,1,New Low-Spend Basic Customers,2,50.3,92.75,46.375,2,No,0
CUST-01262,2,High-Spend At-Risk Onboarders,2,80.15,194.55,97.275,3,No,0
CUST-01263,1,New Low-Spend Basic Customers,12,51.25,612.1,51.00833333333333,2,No,0
CUST-01264,0,High-Value Long-Term Power Users,68,89.6,6127.6,90.11176470588236,4,Yes,1
CUST-01265,0,High-Value Long-Term Power Users,69,95.2,6671.7,96.69130434782609,4,No,0
CUST-01266,0,High-Value Long-Term Power Users,56,94.8,5264.3,94.00535714285715,4,No,0
CUST-01267,2,High-Spend At-Risk Onboarders,4,80.25,303.7,75.925,3,No,0
CUST-01268,0,High-Value Long-Term Power Users,64,76.1,4818.8,75.29375,6,No,0
CUST-01269,0,High-Value Long-Term Power Users,59,110.15,6448.05,109.28898305084746,7,Yes,1
CUST-01270,0,High-Value Long-Term Power Users,62,115.55,7159.05,115.46854838709677,8,No,0
CUST-01271,3,Loyal Low-Spend Long-Termers,63,24.65,1574.5,24.99206349206349,2,No,0
CUST-01272,3,Loyal Low-Spend Long-Termers,53,53.6,2879.2,54.32452830188679,5,No,0
CUST-01273,1,New Low-Spend Basic Customers,5,19.45,86.05,17.21,1,No,0
CUST-01274,0,High-Value Long-Term Power Users,49,88.2,4159.45,84.88673469387754,5,No,0
CUST-01275,0,High-Value Long-Term Power Users,62,101.15,6638.35,107.07016129032259,5,No,0
CUST-01276,3,Loyal Low-Spend Long-Termers,55,56.8,3112.05,56.582727272727276,4,No,0
CUST-01277,0,High-Value Long-Term Power Users,71,99.4,7168.25,100.96126760563381,6,No,0
CUST-01278,3,Loyal Low-Spend Long-Termers,72,20.1,1326.25,18.42013888888889,1,No,0
CUST-01279,2,High-Spend At-Risk Onboarders,36,60.7,2234.55,62.07083333333334,5,No,0
CUST-01280,1,New Low-Spend Basic Customers,25,20.95,495.15,19.805999999999997,1,No,0
CUST-01281,0,High-Value Long-Term Power Users,72,114.85,8317.95,115.52708333333334,8,No,0
CUST-01282,1,New Low-Spend Basic Customers,36,19.25,679.8,18.883333333333333,1,No,0
CUST-01283,2,High-Spend At-Risk Onboarders,1,62.8,62.8,62.8,3,No,0
CUST-01284,0,High-Value Long-Term Power Users,72,105.5,7544.0,104.77777777777777,6,No,0
CUST-01285,3,Loyal Low-Spend Long-Termers,59,19.85,1188.25,20.139830508474578,1,No,0
CUST-01286,2,High-Spend At-Risk Onboarders,7,89.5,676.7,96.67142857142858,3,Yes,1
CUST-01287,2,High-Spend At-Risk Onboarders,1,74.1,74.1,74.1,5,No,0
